app_id,average_achievement_percentage
10,NULL
30,NULL
70,NULL
80,NULL
100,NULL
130,NULL
220,17.638450546698138
240,16.973003700828635
300,5.954849303852428
380,17.236180708958553
400,22.132840943336486
420,34.79537715695121
440,11.994408996575153
500,24.741524764936266
550,12.836381610802242
570,NULL
620,23.931625520481784
630,18.44745818051425
730,26.60609081412198
1002,NULL
1200,1.8742053170095792
1250,4.337646314746242
1300,NULL
1309,NULL
1313,NULL
1500,NULL
1510,NULL
1520,2.7070791775530036
1530,3.4809216260910034
1600,NULL
1610,NULL
1630,NULL
1640,NULL
1670,NULL
1690,NULL
1700,NULL
1900,NULL
1930,NULL
2100,NULL
2130,NULL
2210,NULL
2300,NULL
2310,NULL
2350,NULL
2400,NULL
2450,4.520499881469842
2500,NULL
2520,NULL
2525,NULL
2570,NULL
2590,NULL
2600,NULL
2610,NULL
2620,NULL
2630,NULL
2640,NULL
2700,NULL
2710,NULL
2780,NULL
2800,NULL
2810,NULL
2820,3.998134822556467
2840,NULL
2920,NULL
2990,NULL
3010,NULL
3020,NULL
3130,NULL
3170,NULL
3200,NULL
3230,NULL
3260,NULL
3270,NULL
3470,NULL
3540,0.007012221978844276
3560,NULL
3590,22.68719398407709
3620,21.991736676011765
3630,NULL
3700,NULL
3710,NULL
3720,NULL
3800,NULL
3810,NULL
3820,NULL
3830,11.314258337020874
3900,NULL
3910,NULL
3920,NULL
3960,NULL
3980,NULL
3990,NULL
4300,NULL
4420,NULL
4500,NULL
4520,NULL
4530,NULL
4540,NULL
4550,NULL
4560,NULL
4570,NULL
4580,NULL
4700,NULL
4720,NULL
4760,NULL
4770,NULL
4800,NULL
4850,NULL
4870,NULL
4880,NULL
4890,NULL
4920,0.7440983034306309
6000,NULL
6020,NULL
6030,NULL
6060,NULL
6080,NULL
6090,NULL
6120,30.614386161168415
6200,NULL
6220,NULL
6250,NULL
6270,NULL
6300,NULL
6310,NULL
6370,NULL
6400,NULL
6420,NULL
6510,NULL
6550,NULL
6830,NULL
6840,NULL
6850,NULL
6860,NULL
6870,NULL
6880,NULL
6900,NULL
6910,NULL
6920,NULL
6980,NULL
7000,NULL
7010,NULL
7020,NULL
7110,NULL
7200,NULL
7210,NULL
7510,NULL
7520,NULL
7600,NULL
7610,NULL
7620,NULL
7670,NULL
7770,NULL
7830,NULL
7840,NULL
7860,NULL
7940,NULL
8000,NULL
8080,NULL
8100,NULL
8140,NULL
8170,NULL
8190,15.602921166419982
8310,NULL
8320,NULL
8340,NULL
8350,NULL
8360,NULL
8370,NULL
8380,NULL
8400,NULL
8500,NULL
8600,NULL
8800,NULL
8850,10.668544012834044
8870,21.339750505802108
8880,NULL
8930,8.564277487680544
8980,21.414551282674076
9010,NULL
9050,NULL
9200,14.16818841290266
9340,NULL
9350,NULL
9420,NULL
9460,NULL
9480,NULL
9500,0.6181890043345365
9710,NULL
9730,NULL
9760,NULL
9800,NULL
9870,NULL
9880,6.523640328038852
9900,NULL
9930,11.895773076174551
9940,8.273948186635971
9980,NULL
9990,9.568313439687094
10090,NULL
10130,NULL
10150,NULL
10180,34.36766551017761
10190,NULL
10220,8.904495371015448
10460,NULL
10500,8.739779161864943
10530,NULL
10680,20.020082731246948
11040,NULL
11050,NULL
11140,NULL
11150,NULL
11190,NULL
11200,NULL
11250,NULL
11260,NULL
11340,12.824243965148925
11370,NULL
11450,NULL
11480,NULL
11560,NULL
11590,NULL
11900,NULL
12100,NULL
12110,NULL
12120,NULL
12130,NULL
12140,NULL
12150,NULL
12160,NULL
12200,NULL
12210,NULL
12310,NULL
12320,NULL
12330,NULL
12340,NULL
12360,NULL
12420,NULL
12470,NULL
12500,NULL
12630,NULL
12640,NULL
12750,NULL
12770,NULL
12790,NULL
12810,NULL
12830,NULL
12900,17.766869576353777
13000,15.809926634797684
13140,5.748752241403285
13200,NULL
13210,2.810559529981251
13230,NULL
13240,NULL
13500,NULL
13520,NULL
13530,NULL
13540,NULL
13560,NULL
13570,NULL
13580,NULL
13600,NULL
13620,NULL
13630,NULL
15000,NULL
15080,NULL
15100,NULL
15120,NULL
15170,NULL
15190,NULL
15200,NULL
15210,NULL
15230,NULL
15270,NULL
15280,NULL
15300,NULL
15310,NULL
15320,NULL
15370,NULL
15380,NULL
15390,NULL
15520,11.409569736926642
15620,3.795153240446706
16300,NULL
16450,NULL
16710,NULL
16720,NULL
16730,NULL
16810,NULL
17080,NULL
17100,4.227358193958507
17140,19.51676975356208
17300,NULL
17330,NULL
17340,NULL
17390,NULL
17410,NULL
17430,NULL
17450,NULL
17460,NULL
17470,NULL
17480,NULL
17710,3.9126781910987725
18040,30.570974985758465
18050,24.800526765676643
18070,12.094701518615087
18120,14.762198938477423
18400,NULL
18420,NULL
18450,NULL
18460,NULL
18470,NULL
18480,NULL
18500,30.375210501096696
18700,7.8326136310895285
19000,NULL
19030,12.617096021771431
19680,NULL
19800,NULL
19810,NULL
19830,NULL
19900,NULL
19930,NULL
19980,NULL
20500,2.3820094281918665
20510,NULL
20530,NULL
20540,NULL
20550,NULL
20570,2.050555735021024
20710,24.04526364306609
20820,16.178741439280202
20900,NULL
20920,16.071535728298702
21000,NULL
21010,NULL
21030,NULL
21090,NULL
21100,12.554105026721954
21110,NULL
21120,NULL
21130,NULL
21640,14.213861382924593
21660,NULL
21670,NULL
21680,NULL
21690,8.757310725535666
21760,NULL
21780,NULL
21800,NULL
21980,NULL
22000,2.287080340087414
22100,NULL
22120,NULL
22130,NULL
22140,NULL
22180,NULL
22200,8.943299212239005
22230,11.75954149900075
22300,NULL
22310,17.561792311403487
22320,NULL
22330,NULL
22340,NULL
22350,13.182468790465215
22370,NULL
22380,15.473437248183119
22450,NULL
22490,16.85318867047628
22600,2.2814269686331516
22610,11.323845112952403
22650,7.34281220802894
22670,7.319342429821308
23310,NULL
23380,NULL
23400,NULL
23420,NULL
23450,NULL
23460,NULL
23490,NULL
23500,NULL
23530,20.50966908454895
23600,NULL
24200,7.502388248343571
24240,5.66942116322313
24420,6.488507800632053
24460,NULL
24480,9.232557081657907
24720,NULL
24740,NULL
24790,NULL
24810,NULL
24840,NULL
24860,NULL
24870,NULL
24960,NULL
24980,NULL
25600,NULL
25700,5.2078823201796585
25800,NULL
25830,NULL
25850,NULL
25860,NULL
25890,NULL
25900,NULL
25910,NULL
25980,NULL
26000,18.582898664474488
26300,0.23984000086784363
26500,9.312151047918531
26800,35.11608508725961
26900,NULL
27000,NULL
27330,3.937059467037519
27400,NULL
28000,11.845268789509324
29160,NULL
29180,10.99916250597347
29900,NULL
31170,NULL
31180,NULL
31190,NULL
31200,NULL
31210,NULL
31270,NULL
31280,39.870439370379245
31290,NULL
31300,NULL
31700,6.136929598721591
31800,NULL
31810,NULL
31820,NULL
31830,NULL
31840,NULL
31860,NULL
31880,NULL
31900,NULL
31910,NULL
31920,NULL
31930,NULL
31980,11.363030671866404
32330,NULL
32350,NULL
32360,NULL
32370,NULL
32380,NULL
32410,12.331532816092173
32420,NULL
32430,NULL
32440,NULL
32450,NULL
32460,28.78329223394394
32500,NULL
32510,NULL
32640,NULL
32650,NULL
32660,NULL
32670,NULL
32750,NULL
32800,25.435421085501016
32900,NULL
33210,NULL
33230,NULL
33320,NULL
33390,9.760292436395373
33420,19.480379481315612
33440,NULL
33460,NULL
33570,NULL
33610,NULL
33670,17.854917056705258
33900,NULL
33910,NULL
33930,0.000029490359884221108
33990,NULL
34010,NULL
34030,8.69575638839278
34180,NULL
34190,NULL
34410,NULL
34440,NULL
34450,NULL
34460,NULL
34500,20.531277096271516
34600,NULL
34630,NULL
34650,NULL
34800,NULL
34830,23.53238144268592
34870,22.061804915729322
34920,13.767136968121948
35000,NULL
35010,NULL
35130,27.825808435678482
35140,20.88204836845398
35310,NULL
35450,4.793672839816593
35460,3.2182149606592514
35700,10.504584225741299
35720,9.782078909505273
36620,NULL
37010,NULL
37030,NULL
37260,NULL
37400,NULL
37420,NULL
37700,NULL
37800,6.522712248377502
38210,NULL
38230,0.7720103946048766
38400,NULL
38410,NULL
38420,NULL
38440,NULL
38460,NULL
38700,10.86739734502939
38720,13.981930160522461
38740,5.862504499328982
38830,16.84797402041308
39120,NULL
39160,8.672833623525962
39190,NULL
39200,NULL
39500,NULL
39510,NULL
39530,NULL
39540,NULL
39550,NULL
39630,NULL
39640,NULL
39650,NULL
39660,NULL
39670,NULL
39680,NULL
39690,NULL
40100,22.923953677745576
40300,NULL
40320,NULL
40340,NULL
40350,NULL
40380,NULL
40390,18.90426024899148
40400,1.5650646212590593
40420,12.27753640152514
40700,NULL
40800,5.012107265427737
40930,21.637230436007183
40950,NULL
40960,NULL
40970,NULL
40980,NULL
41000,5.0342343066974236
41050,NULL
41060,NULL
41070,15.86089386094001
41300,6.879567474126816
41500,14.36347827662839
41700,NULL
41800,NULL
41900,NULL
42120,2.3154270722115613
42140,7.791789091049901
42160,10.945331346421014
42170,7.162334983019119
42200,NULL
42650,NULL
42670,NULL
42700,17.41514433657422
42710,20.39625310897827
42890,NULL
42910,13.819854279815168
42920,NULL
42950,NULL
42960,NULL
42990,28.287027029054506
43000,22.81599073738783
43110,14.005047050615152
43190,12.477955933998931
43500,NULL
43600,24.41295727888743
44200,6.769976322703502
44310,NULL
44340,NULL
44350,11.979765972069272
44360,NULL
44680,NULL
44690,NULL
45000,2.4304264061726055
45300,11.667326445711984
45450,18.898970223596766
45700,NULL
45710,NULL
45720,NULL
45740,2.339628161787987
45750,NULL
45770,5.951942720413208
46000,9.139265715340038
46290,NULL
46340,NULL
46370,NULL
46380,NULL
46410,NULL
46450,26.158837223052977
46480,NULL
46490,NULL
46500,NULL
46510,NULL
46540,NULL
46550,NULL
46560,NULL
46570,23.02485726429866
46750,NULL
46770,1.9198600053787231
46790,NULL
47410,NULL
47540,19.55594857285773
47700,NULL
47730,NULL
47780,NULL
47790,NULL
47800,18.567478348811466
47810,NULL
47830,NULL
47870,NULL
47890,NULL
47920,NULL
48000,15.67235085597405
48110,NULL
48190,NULL
48210,NULL
48220,NULL
48240,NULL
48700,11.972060020352258
48720,7.8775281054633
48800,NULL
48950,6.965248140004965
49300,13.798802356638658
49330,17.58478530293161
49470,21.426632571363132
49520,19.154161248356104
49540,25.056032393376032
49600,17.392984391204894
49810,15.270172106356107
49900,7.941974928336484
50000,3.125063855201006
50130,28.79379805777431
50300,33.26455427958237
50510,11.52637484073639
50620,19.215946559296096
50640,31.05415365862292
55000,0.001099186638991038
55040,16.895805911962377
55100,15.609924347195728
55110,15.515470520602321
55150,20.114186697134574
55230,15.13035522296559
57200,13.376075888657942
57300,NULL
57620,NULL
57650,NULL
57680,20.71472919649548
57690,13.032786827428
57700,11.92242693901062
57740,18.972299263970324
57800,7.520273258288701
57900,22.5888727890247
58200,20.310251906514168
58230,11.148351256052653
58400,7.131420783910223
58520,NULL
58560,NULL
58570,NULL
58610,11.483920750946835
61220,NULL
61510,NULL
61520,NULL
61700,8.857579654082656
63000,13.24971407500028
63110,NULL
63200,5.483319804762249
63380,19.744944384020137
63600,NULL
63610,NULL
63900,NULL
63910,NULL
63940,5.951579917560924
63950,NULL
63960,NULL
64000,8.167891480705954
65080,NULL
65300,0.3040960133075714
65500,NULL
65530,NULL
65540,NULL
65560,NULL
65730,NULL
65800,6.426110392579665
65930,16.28837369043179
67370,24.528936104774473
70000,4.49046402318137
70300,1.1395562941638322
70400,NULL
70420,NULL
70600,4.599106200431523
70650,NULL
71000,NULL
71340,23.049239725482707
72000,11.739503741264343
72200,16.320394639909626
72850,27.828690865834552
73010,21.92137047077747
73060,11.406386065046089
73170,NULL
73190,NULL
73210,NULL
73220,NULL
78000,25.700181001883287
80000,0.6553043177787293
80200,5.952206602320075
80310,8.205170646309853
80330,23.952383875846863
80360,30.722370836469864
90500,7.850952761513846
91100,13.93967958788077
91200,10.712098009490823
91310,19.825053279598553
91330,NULL
91600,3.5820267932755607
91900,5.34858398464842
92000,23.258707184057968
92300,9.122190915621244
92600,16.619306535824485
92700,NULL
92800,7.674747574329376
93200,11.550405465963262
94200,22.20683488959358
94300,NULL
94500,NULL
94510,NULL
94520,NULL
94530,NULL
94590,49.95851806227372
94620,NULL
95300,8.870567779629491
95900,8.5962345123291
96000,NULL
96200,NULL
96800,2.537489923072003
97000,7.840654533549116
97100,NULL
97110,NULL
97120,NULL
97130,NULL
97330,40.600644187927244
98100,NULL
98200,7.953855895232041
98300,12.360830239707692
98400,12.446406928352687
98500,NULL
98800,9.090748681775993
99120,2.5805378208557763
99200,19.616954613815654
99300,8.11948810517788
99400,13.142143248885294
99700,1.3932722752744502
99810,NULL
99900,8.849741670440455
102200,22.59923208100455
102400,1.2226725270350773
102500,17.2129013285683
102600,18.034839813676875
102820,NULL
102840,6.739456769292398
104700,0.7227024140043391
105000,25.431405002936064
105100,NULL
105300,4.050622935648318
105450,NULL
105600,16.08124364709312
105700,2.360709982258933
105800,7.328278135361067
107100,16.527769749363262
107200,15.06728814572704
107310,NULL
107410,4.652033808778544
107600,15.781778041188689
107800,17.70973218149609
108110,NULL
108500,8.767065453529359
108710,19.039793000292423
109700,0.6548082811964883
110400,2.1743102337676667
110800,17.711171731352806
111800,10.73568753098302
111900,3.1007912734459184
112100,6.169545261065165
113020,5.631000305597599
113200,15.090117470182554
113420,1.182708743077058
115110,13.122170130411783
115120,9.199052893597147
115200,NULL
115210,NULL
115220,NULL
115320,37.40287765083227
200010,15.393091363402513
200020,13.975657939910889
200050,7.430575696575754
200170,6.868750843931647
200190,11.348955178260804
200210,12.712303769203924
200230,NULL
200260,20.85433949623257
200370,12.234487005800474
200390,5.95748536533475
200410,16.306425564956886
200490,NULL
200510,26.375993342259353
200550,4.966430260075463
200630,2.5119951060465113
200670,NULL
200710,19.43920313325985
200900,16.472427913232853
200910,21.443032628013974
201230,NULL
201290,NULL
201480,NULL
201490,NULL
201700,13.84862907687012
201790,19.53918828787627
201830,23.76927897976894
201870,NULL
202070,6.921907866660219
202090,NULL
202130,8.972049223879973
202170,23.321715961068364
202200,NULL
202310,7.80832470536232
202710,NULL
202750,22.615785539150238
202970,24.255724116734097
202990,14.731696319580077
203140,18.878724084648283
203160,22.04553576350212
203350,23.63427168317139
203630,NULL
203650,11.52356332106865
203680,10.836549907026699
203750,19.66770648104804
203770,1.2957858640628939
203810,NULL
203830,21.584979951381683
204030,NULL
204080,3.813402563120396
204100,10.20017793374275
204120,NULL
204180,4.892973528065652
204220,10.837902989652422
204240,12.3931365609169
204300,10.588284003560414
204340,NULL
204390,NULL
204450,25.469163188622495
204530,30.594790931111454
204560,2.8895489848578686
204760,7.612544560432434
204860,20.044530596051896
204880,18.502460027086563
204940,NULL
205080,7.945638513565063
205100,15.200062628462911
205190,20.057821445167065
205230,28.004478414853413
205530,6.329469504455726
205650,31.197834144868523
205730,6.162711487096899
205810,5.507030641490763
205910,13.80554703271614
206190,30.18846934154451
206230,19.876022203540316
206370,21.391403572899954
206420,9.835434234395168
206440,7.049292095005512
207040,7.526211430629094
207150,NULL
207170,13.150143689103283
207190,8.77183566490809
207250,20.486642138825523
207320,8.503167128924167
207350,6.158401824611549
207420,7.996320468187332
207490,NULL
207530,NULL
207610,47.1182938615481
207650,4.892202930858427
207690,33.61494559933622
207750,25.489524599044554
207930,6.420203100080076
208090,6.379652787542594
208110,NULL
208140,5.59103961417111
208400,16.904571972574505
208460,3.656531222498952
208480,NULL
208500,19.932968078827372
208580,8.096075280716544
208670,21.45306294645582
208730,13.535194394588471
209000,12.515815814666977
209060,13.049063954253992
209080,2.1184370790419984
209100,NULL
209120,NULL
209160,36.753344810009004
209190,6.0191514248768465
209270,12.762501590493796
209330,7.183518165880481
209370,29.374642304011754
209540,10.891977300457977
209670,18.075691678307273
209750,NULL
209790,18.14816967729965
209830,NULL
209870,6.789795949459076
210490,2.5086355046369135
210770,8.125206998750276
210870,15.08483256958425
211070,NULL
211180,19.6856783851491
211260,6.602099756728735
211360,5.735850876569748
211400,38.522158280495674
211420,12.797796851251183
211600,NULL
211740,NULL
211780,NULL
212050,28.070652792328282
212070,3.954815527155852
212160,NULL
212480,5.343143829879219
212500,NULL
212630,NULL
212680,NULL
213350,NULL
214100,8.384064146450587
214150,NULL
214170,NULL
214250,NULL
214340,28.92516565322876
214360,3.6685594022950485
214510,20.042344570159912
214560,19.515810012817383
214700,NULL
214730,3.4853845392079914
214770,24.295763911803565
214830,12.062850104910988
214870,4.027419544815159
214950,11.149870836628308
214970,10.842197707721166
215160,NULL
215280,NULL
215470,7.671760119067935
215510,12.229590350183948
215530,25.495300035040806
215670,0.8650266602635384
215710,14.418586733987777
215770,3.7077770233154297
215790,NULL
216110,16.341062412261962
216130,6.814619884888331
216210,NULL
216250,13.083925737653459
216290,21.965169780784183
216390,NULL
216910,17.453260896079566
217270,32.33785319328308
217290,3.996936059341981
217690,10.720047988210405
217860,20.946096003055573
217920,16.45858499083668
218060,17.38824771000789
218090,NULL
218130,11.668319227052914
218230,NULL
218620,7.410897163038154
218640,17.60480677670446
218680,22.737352806620876
218740,13.510429004828135
218820,4.855080860165449
219150,18.554072199836607
219340,3.1792478447383283
219600,NULL
219640,4.81769568560914
219680,NULL
219740,NULL
219760,NULL
219890,NULL
219910,8.249946906648834
220090,NULL
220160,NULL
220200,NULL
220240,NULL
220440,24.88420635050741
220660,NULL
220740,28.47084393220789
220780,37.41444555010114
220860,NULL
221040,18.7068046774183
221260,NULL
221380,4.825818639915842
221640,12.842710256576538
221810,13.389914755468014
221830,41.22601413666012
221910,29.723781686407165
222480,15.028001096248627
222640,17.73724602008688
222730,9.350396413294515
222750,NULL
222880,6.454832631276651
223220,11.870325626134873
223430,8.141138932918413
223450,1.3841849499278598
223470,10.37262444683675
223510,10.326407161023882
223630,NULL
223670,5.660411869155036
223730,7.2366689380846525
223830,NULL
224060,23.302053072452544
224220,8.030316298658198
224300,NULL
224460,42.09689508784901
224480,9.516322560608387
224600,NULL
224760,18.915899912516277
224820,13.766426953831688
224860,5.165308930657127
224940,NULL
225080,17.305174986521404
225260,9.13739991895223
225360,17.88509678071545
225420,11.654006806074404
225600,2.6838666598002114
226120,NULL
226320,0.5684785469248106
226960,0.7955480889177124
226980,1.1096905477195675
227000,26.17554810951496
227020,11.116052885406784
227080,26.649871277809144
227100,16.551157373648422
227200,25.396676568424
227220,13.805408156279361
227300,14.103532981541422
227480,14.004213404655456
227580,33.59419805662973
227760,NULL
227800,2.197846438203539
228260,16.18624138981492
228280,0.887817028639767
228300,21.0211773035573
228320,10.406184007486184
228400,9.393644363880158
228440,3.452723904181335
228760,NULL
228960,5.422113333587293
229520,13.949986892587999
229580,3.2386312955810177
229600,NULL
229870,NULL
229970,NULL
230150,11.136835152283311
230190,9.140351383599102
230310,3.6147298365831375
230410,13.666350171421513
230650,6.9286034451797605
230700,6.078715328127146
230820,7.989414045638922
230980,NULL
231020,8.472581005096435
231040,5.19124199314551
231160,4.172164160695199
231200,NULL
231310,10.783407254652543
231430,3.748115566249196
232050,13.498361619371153
232430,NULL
232750,24.125369272061757
232770,13.994824727376303
232970,11.361618560552596
233110,5.582607214649518
233130,16.892597560001455
233210,9.198019683361053
233230,11.024510817094283
233250,3.664338926632848
233270,NULL
233370,26.37010850906372
233450,4.331791202227275
233470,38.3989237752454
233700,4.358236933908155
233720,7.54357597441004
233840,8.787309416702815
233980,14.472165541167845
234000,23.362915380795798
234160,8.394671842455864
234370,NULL
234390,4.144173576281621
234530,4.654247667112698
234630,10.87560182279242
234650,NULL
234670,29.312220018485498
234710,39.87882794274224
234900,17.546869854132336
235070,11.206431946135126
235360,16.485165129846603
235720,7.7664546599754924
235800,10.560824839132172
235820,15.071479576826096
235980,14.230033226530342
236130,10.982682219436091
236150,9.265561746597417
236390,3.0215597435832025
236490,10.129018884897231
236510,NULL
236730,10.106513066691784
236850,2.3626178633972774
237430,11.264766225218773
237630,29.9976194024086
237740,12.582472289958968
237890,5.687962725162506
238010,20.81833823454582
238210,NULL
238280,1.980786133557558
238320,10.54997471826417
238430,2.9895039571494784
238630,10.354689819644197
238750,NULL
238870,4.683933541730598
238890,3.0129992949612
238910,2.537634820287878
239030,14.51714772444505
239070,6.264148692786693
239200,NULL
239350,12.168579375743866
239820,33.58682267593615
241320,10.85033185482025
241410,25.05303357735924
241540,21.726350000371102
241600,27.57377294131688
241620,NULL
241720,3.241010027513101
241910,35.13491192817688
242110,5.0020680443236705
242530,4.110170420478372
242550,NULL
242570,6.335118631519818
242680,12.153542272069238
242820,27.08566637833913
242860,5.037866029491434
242880,NULL
242940,NULL
243040,NULL
243140,17.20140941122857
243200,24.450955498603083
243450,20.447327574094135
243780,5.463930026842998
243800,12.776668973890889
244050,1.3062343204681226
244690,0.0019411466976938148
244710,NULL
244730,4.685647587691035
244810,13.793487860759098
245170,3.0762243196368217
245450,NULL
245470,20.965027320243063
246090,NULL
246760,8.118092980649736
246960,6.072471447146705
247000,3.6294668519643625
247140,5.882461761173449
247240,14.762216931581497
247730,NULL
247910,14.64595497979058
248510,NULL
248550,10.88318682089448
248610,18.561198644627844
249130,29.508120632171632
249870,22.53465300798416
249990,5.591285453649471
250030,NULL
250110,19.400565278941187
250320,56.72742037091936
250380,20.597818454106648
250400,9.132030375440081
250520,11.593482474684714
251430,17.726216378419295
252310,16.716164764761924
252330,8.09485242019097
252630,5.888993908961614
253940,NULL
253980,NULL
254080,NULL
254100,NULL
254960,NULL
